title,number,font,5,1,0
img_title_bowl,53,Stick,0,0,0
img_title_bowl,54,DelaGothic,0,0,0
img_title_bowl,54,HachiMaruPop,0,0,0
img_title_bowl,54,KaiseiDecol,0,0,0
img_title_bowl,54,NotoSansJP,0,0,0
img_title_bowl,54,NotoSerif,0,0,0
img_title_bowl,54,Reggae,0,0,0
img_title_bowl,54,Stick,0,0,0
img_title_bowl,55,DelaGothic,0,0,0
img_title_bowl,55,HachiMaruPop,0,0,0
img_title_bowl,55,KaiseiDecol,0,0,0
img_title_bowl,55,NotoSansJP,0,0,0
img_title_bowl,55,NotoSerif,0,0,0
img_title_bowl,55,Reggae,0,0,0
img_title_bowl,55,Stick,0,0,0
img_title_bowl,56,DelaGothic,0,0,0
img_title_bowl,56,HachiMaruPop,0,0,0
img_title_bowl,56,KaiseiDecol,0,0,0
img_title_bowl,56,NotoSansJP,0,0,0
img_title_bowl,56,NotoSerif,0,0,0
img_title_bowl,56,Reggae,0,0,0
img_title_bowl,56,Stick,0,0,0
img_title_bowl,57,DelaGothic,0,0,0
img_title_bowl,57,HachiMaruPop,0,0,0
img_title_bowl,57,KaiseiDecol,0,0,0
img_title_bowl,57,NotoSansJP,0,0,0
img_title_bowl,57,NotoSerif,0,0,0
img_title_bowl,57,Reggae,0,0,0
img_title_bowl,57,Stick,0,0,0
img_title_bowl,58,DelaGothic,0,0,0
img_title_bowl,58,HachiMaruPop,0,0,0
img_title_bowl,58,KaiseiDecol,0,0,0
img_title_bowl,58,NotoSansJP,0,0,0
img_title_bowl,58,NotoSerif,0,0,0
img_title_bowl,58,Reggae,0,0,0
img_title_bowl,58,Stick,0,0,0
img_title_bowl,59,DelaGothic,0,0,0
img_title_bowl,59,HachiMaruPop,0,0,0
img_title_bowl,59,KaiseiDecol,0,0,0
img_title_bowl,59,NotoSansJP,0,0,0
img_title_bowl,59,NotoSerif,0,0,0
img_title_bowl,59,Reggae,0,0,0
img_title_bowl,59,Stick,0,0,0
img_title_bowl,60,DelaGothic,0,0,0
img_title_bowl,60,HachiMaruPop,0,0,0
img_title_bowl,60,KaiseiDecol,0,0,0
img_title_bowl,60,NotoSansJP,0,0,0
img_title_bowl,60,NotoSerif,0,0,0
img_title_bowl,60,Reggae,0,0,0
img_title_bowl,60,Stick,0,0,0
img_title_bowl,61,DelaGothic,0,0,0
img_title_bowl,61,HachiMaruPop,0,0,0
img_title_bowl,61,KaiseiDecol,0,0,0
img_title_bowl,61,NotoSansJP,0,0,0
img_title_bowl,61,NotoSerif,0,0,0
img_title_bowl,61,Reggae,0,0,0
img_title_bowl,61,Stick,0,0,0
img_title_bowl,62,DelaGothic,0,0,0
img_title_bowl,62,HachiMaruPop,0,0,0
img_title_bowl,62,KaiseiDecol,0,0,0
img_title_bowl,62,NotoSansJP,0,0,0
img_title_bowl,62,NotoSerif,0,0,0
img_title_bowl,62,Reggae,0,0,0
img_title_bowl,62,Stick,0,0,0
img_title_bowl,63,DelaGothic,0,0,0
img_title_bowl,63,HachiMaruPop,0,0,0
img_title_bowl,63,KaiseiDecol,0,0,0
img_title_bowl,63,NotoSansJP,0,0,0
img_title_bowl,63,NotoSerif,0,0,0
img_title_bowl,63,Reggae,0,0,0
img_title_bowl,63,Stick,0,0,0
img_title_bowl,64,DelaGothic,0,0,0
img_title_bowl,64,HachiMaruPop,0,0,0
img_title_bowl,64,KaiseiDecol,0,0,0
img_title_bowl,64,NotoSansJP,0,0,0
img_title_bowl,64,NotoSerif,0,0,0
img_title_bowl,64,Reggae,0,0,0
img_title_bowl,64,Stick,0,0,0
img_title_bowl,65,DelaGothic,0,0,0
img_title_bowl,65,HachiMaruPop,0,0,0
img_title_bowl,65,KaiseiDecol,0,0,0
img_title_bowl,65,NotoSansJP,0,0,0
img_title_bowl,65,NotoSerif,0,0,0
img_title_bowl,65,Reggae,0,0,0
img_title_bowl,65,Stick,0,0,0
img_title_bowl,66,DelaGothic,0,0,0
img_title_bowl,66,HachiMaruPop,0,0,0
img_title_bowl,66,KaiseiDecol,0,0,0
